,AE_latent_0,AE_latent_1,AE_latent_2,AE_latent_3,AE_latent_4,AE_latent_5,AE_latent_6,AE_latent_7,AE_latent_8,AE_latent_9,AE_latent_10,AE_latent_11,AE_latent_12,AE_latent_13,AE_latent_14,AE_latent_15,AE_latent_16,AE_latent_17,AE_latent_18,AE_latent_19,AE_latent_20,AE_latent_21,AE_latent_22,AE_latent_23,AE_latent_24,AE_latent_25,AE_latent_26,AE_latent_27,AE_latent_28,AE_latent_29,AE_latent_30,AE_latent_31,AE_latent_32,AE_latent_33,AE_latent_34,AE_latent_35,AE_latent_36,AE_latent_37,AE_latent_38,AE_latent_39,AE_latent_40,AE_latent_41,AE_latent_42,AE_latent_43,AE_latent_44,AE_latent_45,AE_latent_46,AE_latent_47,AE_latent_48,AE_latent_49,AE_latent_50,AE_latent_51,AE_latent_52,AE_latent_53,AE_latent_54,AE_latent_55,AE_latent_56,AE_latent_57,AE_latent_58,AE_latent_59,AE_latent_60,AE_latent_61,AE_latent_62,AE_latent_63,AE_latent_64,AE_latent_65,AE_latent_66,AE_latent_67,AE_latent_68,AE_latent_69,AE_latent_70,AE_latent_71,AE_latent_72,AE_latent_73,AE_latent_74,AE_latent_75,AE_latent_76,AE_latent_77,AE_latent_78,AE_latent_79,AE_latent_80,AE_latent_81,AE_latent_82,AE_latent_83,AE_latent_84,AE_latent_85,AE_latent_86,AE_latent_87
ACH-000587,0.8555471,2.3446696,-2.5930817,-0.10591149,-1.0006937,-0.8470942,-0.37520793,-0.7235967,5.72945,0.23740944,1.7661377,0.10000858,1.7760212,0.6262649,2.1269271,0.8097189,-2.897061,2.4056017,-0.1266566,-2.43335,1.8485649,-0.2299707,4.583607,-0.4129633,0.12442862,0.48778117,-2.1501722,-0.2602757,0.4277301,4.2892275,-0.8111193,1.1739217,-3.2556303,2.989436,-1.2335495,-1.8661599,3.6340868,-6.071721,0.7184911,1.7872014,5.3115726,3.6681976,2.6775475,3.1333923,0.61461663,0.34341612,-5.6466317,-1.7168322,1.8669605,-1.7158803,-1.908428,-4.361521,1.525572,6.911592,-7.1399474,3.4464023,0.10601111,-1.8658676,-1.4399363,4.129257,0.20381814,-3.6191192,-0.7248211,2.1203463,-4.70144,3.2162986,2.9500458,-6.0174065,-1.8938376,5.886266,-0.52162206,-1.902129,-1.272419,-3.4680166,-1.1252477,1.3519924,0.2597403,-1.2870735,1.3113145,-1.021186,1.1173453,-2.8301659,2.4540703,-0.17939115,1.0748941,-2.5827985,2.1144977,-1.946089
ACH-000554,-3.4852555,-1.8052233,-4.1425204,-0.050933193,-3.7194102,0.9685951,-0.6568217,0.18234977,-1.9423465,0.47584125,-2.5220306,4.309411,-1.0778011,-1.8190632,0.8014047,-6.821687,-8.373213,0.80360097,-4.693005,-7.436228,2.9635005,-3.8925962,5.069467,1.0164759,1.428819,-2.057759,5.3771353,-0.24635413,1.3803306,-5.0014634,-8.668063,2.5967119,0.12700297,2.2185624,0.16153099,-4.0459576,6.059187,0.9304115,-5.7647443,-2.9517357,-4.8213124,-0.20122646,-5.317854,8.540198,2.845968,3.7641196,1.7606497,0.18092711,3.6833644,-1.7922881,-1.1726319,1.2238489,0.5022637,5.430619,-3.8000956,1.3379275,-1.4375578,-3.9042315,5.5405283,2.0383637,2.5717905,1.0078601,6.109023,-2.240427,4.6048365,2.8002014,0.08644692,-4.2990007,0.76114255,-2.0235243,-1.9556035,-7.1094036,-1.4244969,0.45054474,0.66537285,-1.3406289,-1.4994278,1.840297,0.11557788,-0.31783852,2.0843933,-1.5147004,2.8904617,-1.0469295,1.4310182,-1.9539143,1.0364928,0.18744764
ACH-001332,9.126225,2.8476505,-7.682329,-10.138216,1.4301282,-0.34669408,0.10034531,-2.2309487,0.17222342,-3.7266545,3.3082726,0.38033497,4.541101,-1.2159133,3.97005,2.7875366,-3.4644306,0.9576179,4.737295,-1.8537283,-0.087269805,-0.7620284,1.8323386,5.11437,0.51734656,3.0187454,-1.4065756,-3.0703025,2.9596868,-4.0255547,-3.8566701,2.67843,-1.4577553,1.9585387,-4.616497,-0.46604088,3.5005744,-2.1973867,-0.1428485,1.5921518,-2.512963,-2.68834,0.684226,2.6788046,-2.115393,10.255739,-0.6983526,-0.5285082,4.595868,-0.9362505,1.1679838,3.3793457,1.3041341,3.1445873,2.158729,0.58094144,0.17804193,-2.6203327,5.6649103,-2.4015937,2.3426058,-3.1659286,-2.290598,0.3030385,-5.4395027,-3.380997,0.90939486,2.6353607,4.592956,-0.380702,-1.4572834,2.466927,-3.1201026,1.5039624,-1.7452832,-0.95006984,-0.48590314,-2.9267921,-4.0340424,-1.7493074,-1.145611,-2.8579688,3.1189508,2.3989186,2.369557,-0.35761678,7.2262883,-3.3424704
ACH-000585,1.7339476,3.9310122,-4.869629,-1.2420394,-0.9789204,-2.4707756,-0.8031615,-1.0704167,-0.18312788,-2.7464023,0.69429463,0.8689232,-3.0201042,3.5272977,1.0344441,2.7533083,-4.49231,2.5205412,2.7347705,-1.5688459,2.1111064,1.9328097,1.1578498,-0.68973815,-3.1272435,-0.28650817,-2.205518,-3.6249194,5.3809323,-3.350528,-6.1514378,2.1120784,-0.8032478,4.474817,-3.2560294,-0.32657915,3.456996,-2.7750275,0.07020778,3.1316962,4.5842595,-0.6035659,3.7981844,3.6097615,2.910856,7.348412,-3.003413,-0.6347202,1.3191013,-0.76343405,-1.5998203,-1.2112595,0.07776815,7.136858,0.23828812,-3.2458134,0.679285,-3.5886617,1.7984983,-5.322051,1.4574637,-3.4747005,-1.4076421,-2.782832,-0.7081179,0.12205025,1.3209717,-0.9659115,5.659906,2.0123103,-5.552105,0.14281894,-0.3672401,-3.033804,-2.8649585,0.9890008,0.27987593,-3.7780077,-0.09378086,1.2278321,-0.7415469,-3.034371,2.8416262,1.4210618,2.7763927,0.24475396,4.9497876,-2.6089542
ACH-000627,1.5089576,4.93208,-5.861533,-1.2372353,-1.0828164,-1.9400759,-1.7724241,0.18072326,2.1863103,2.2469006,-0.6892285,-1.4923906,-1.0276283,4.9017024,-3.1240845,1.7169341,0.34339643,-0.21086116,-0.0951913,0.7543431,-3.7682672,1.9830084,2.85397,-7.1335177,-3.5076544,-1.7474478,-2.5723176,-0.16352558,4.2918463,-0.7037398,-0.31380048,-2.166934,-2.8229322,1.5779226,-1.0475023,1.9558514,-3.664504,-3.3800452,-0.11556649,1.0235037,8.372211,0.53825426,5.097951,0.82316273,1.4809593,-1.1255636,-1.4959977,3.367477,-2.9810247,2.3799603,0.84343576,-3.0495994,-3.0375872,5.7217693,-3.694255,-0.71294427,3.967017,0.0130620375,1.1946946,-2.2869463,-0.75288445,-5.658847,-2.4901938,3.0797157,-1.9702312,0.7387986,1.8034443,-3.5097663,0.90319264,7.705912,-6.7310944,2.9221365,-0.31691718,-2.7999523,-1.148686,0.48859718,0.5714935,-2.7863708,0.2850944,-1.8763652,-1.7763729,-2.6482792,3.56512,-0.37896192,0.0781145,-1.6599051,1.9389818,-0.2798807
ACH-000704,-0.18680891,0.22997892,-6.9827538,0.8694173,-5.3101315,1.9054147,-3.3703837,2.7913716,2.1399152,3.4284282,-3.1192532,5.4849157,0.8976256,2.7116623,-1.5244819,-1.459194,-1.0897166,-5.763379,-9.006472,-2.1529894,-0.4851719,2.56791,2.536224,-7.149545,3.105511,0.1577972,-3.3564324,2.5840023,-1.1004106,-1.783619,-5.1469545,-4.8172536,-1.2757268,-2.2266152,0.747728,4.1630917,-1.4614319,-4.676886,-1.9236734,-4.861481,-0.33592397,2.8027368,0.5227635,6.3438506,-3.54616,6.0765743,-0.738318,1.8827109,-5.0549097,-2.273745,2.6145105,5.267659,2.3453953,3.8431194,-1.318096,-0.91236013,-0.21572745,0.24723074,8.446239,0.22946884,1.7116245,-2.067016,5.1547184,-2.6589828,3.513626,1.3736632,-0.87082267,3.209953,-5.549934,-0.25991467,4.578934,5.4915047,-1.3802954,0.52425194,-0.41691262,1.8441856,0.88320345,-0.6293609,-1.4426755,-2.8185298,-1.4330863,-4.111401,1.3734901,-0.009139389,2.150989,-1.5315502,0.6169688,-1.5975096
ACH-000276,-3.4899914,-1.8257879,-4.1630464,-0.06976773,-3.7342308,0.9940642,-0.66232264,0.19005567,3.5420258,1.7765783,1.6321855,0.7637469,1.9904323,0.82925594,-3.4447877,0.011219944,-4.9043555,1.6709987,3.319322,-6.9269323,2.9776955,5.98767,-0.15197486,-3.427247,-2.4822257,-1.9409069,-4.1087523,-1.5576205,1.8305451,-4.360363,-4.081941,-3.8153782,-1.6805669,2.5084295,-7.8713865,-4.238256,7.008384,-4.8668647,-1.0710801,2.9601822,8.665217,-2.1998854,0.51141363,5.4551105,2.008163,3.6326563,-6.83564,-0.10977177,3.8481758,0.7017161,3.762142,2.2618606,-2.594642,7.1849155,-1.6722401,-4.392697,0.86652833,-5.156145,3.0896308,-2.2938397,-1.6549281,-6.903052,-4.385732,2.7565637,-3.220202,0.4015433,-5.6975584,-5.577952,-4.415496,1.2472609,4.3520327,3.447956,-0.4954581,-2.5020268,1.297199,-0.3996392,0.7935588,-1.378352,0.35220078,1.9622923,2.5896587,-3.17213,3.8475358,-0.8425812,0.024760425,-0.9693788,1.5541112,1.2739042
ACH-000075,2.6913083,4.2103853,-5.687712,-13.018729,-1.7557534,5.8929024,5.0097604,-3.030638,0.96051437,7.5668044,3.7434683,-2.1653316,1.3400617,7.846627,-3.399531,2.0391774,0.31224063,-1.920741,-0.97387886,3.4649358,-2.5646503,2.739521,1.8349731,-2.0258992,1.7556803,-0.81787825,-6.2704263,-4.7131343,3.732472,4.141635,2.1928158,-0.020379981,-4.8447075,-1.6910628,0.48816648,0.9647074,2.6926303,-3.715044,-4.8410306,1.4830879,11.514921,3.9945645,7.0907965,0.4328713,1.252666,-2.739299,-0.9506023,0.09380333,3.4289205,-2.4733589,2.6390913,-3.9581275,-0.5079567,1.9568291,-1.588451,-0.4371415,1.2888528,4.1572967,-2.355462,-0.7806903,3.4702487,-3.8011348,4.059964,2.3876834,-3.1990962,6.881855,4.6251807,-4.9597325,3.9950786,3.8254464,-5.325186,2.914769,-2.7488475,-1.8837439,-2.5978172,1.8274395,0.77865034,-4.2396026,1.5871025,-3.0604553,-2.1253822,-3.0376582,4.024865,0.55275714,-1.3662734,-1.446829,0.79047996,-0.6087497
ACH-000818,-3.527499,-1.8818978,-4.2272997,-0.12309596,-3.7933245,1.0865896,-0.6647805,0.21525994,-3.4716218,2.4854448,-2.6218622,4.3908415,5.294976,-3.286457,-4.26068,-8.034268,-6.0324492,-0.45525205,-1.135791,-0.3302138,-1.4510986,1.4544461,-1.0101535,1.4289199,1.8113445,2.1131406,6.374246,-3.9512837,5.467395,-5.1419168,-0.40608835,-2.8264465,-2.203269,0.9960142,-1.4213566,-3.868939,5.291255,-1.4594167,-2.8254383,-0.9479228,-2.492531,-0.94036686,-3.5407553,3.2180684,3.35956,-2.0221524,0.439995,-3.558141,1.0622061,-0.23888189,-2.714654,1.9983214,0.33817282,5.961649,-4.6789618,-0.5898562,-0.3521766,-1.9900362,6.114608,1.6351033,1.1154625,1.5562944,0.36320463,1.3841629,-0.106827274,-0.4615948,-4.043855,-2.6396067,-5.330048,3.5334377,-1.8778605,-2.3821268,-1.0714958,1.5531394,0.90048987,-2.1465757,-1.7666535,2.290306,-1.2597425,0.77566916,2.6470554,-1.3228893,5.0422363,-2.1893961,-0.82117367,-2.5638566,2.0647874,1.642633
ACH-000392,1.4433125,4.653656,-5.855787,-1.4253188,-1.138164,-1.9781011,-1.7848023,0.36727524,2.6806068,-2.6770945,-0.35476843,1.4647225,-0.022259552,2.5886614,0.7596126,1.3679245,-2.956461,-2.3009417,-3.1492913,-2.2204254,-0.810011,-2.123455,-0.14218505,-4.326964,-0.7616128,0.116603,-3.059845,5.4927244,-3.7281852,0.42485347,-5.4475484,-0.59733605,2.062453,0.11750108,0.7485886,0.43771988,-0.15294835,-0.17116581,-2.713491,-0.11919947,-0.43573588,-0.17894615,-0.9695906,2.340577,-3.3179286,5.598868,0.3952035,1.1933045,-2.1564677,3.119006,-0.13520779,2.5154614,3.6283386,0.5312725,-3.6232438,-1.3392041,-0.42539614,-1.7363553,3.3065956,1.3226779,-4.1482015,-0.9263167,1.9106431,-0.3601443,3.8988822,1.3071336,1.448682,-0.024882257,0.78632116,1.2917243,0.6236534,-2.2743056,-2.5181253,-0.6254891,-0.059361935,-1.6708171,-0.739032,-4.3002963,-4.614647,-2.2872992,-3.0507786,-0.75674886,2.6627522,3.9732149,2.954988,0.24186218,8.216074,-1.5749247
ACH-000269,1.956462,3.6312156,-4.1160245,-6.7434835,-0.61434305,0.7701059,3.0837412,-3.9735389,-0.16391514,-1.7307425,1.926876,-1.5066749,-5.309052,3.179483,2.0103197,5.0069947,-1.1337589,4.4716268,2.8019967,5.7049627,-4.191947,-4.348016,4.9202642,-3.8216524,-4.537284,1.0460006,-8.186778,3.7039547,0.009218886,5.7261887,0.58322763,2.1538727,-4.069665,1.6044992,-0.47351915,-3.8706903,0.6045815,-3.7355552,-4.2205563,4.1169014,9.273683,-2.9171443,4.5985417,-2.4183793,-2.3880231,-2.0920358,-1.2006156,0.3787636,-3.170907,2.129088,-3.1883862,-3.8328106,2.2522063,-2.1499112,-0.91746604,-0.61549693,-0.43819097,3.520781,-6.3877306,0.17383404,0.11520604,-2.77295,1.5518277,-0.86940396,0.023603542,3.9963207,7.9021826,-5.259761,3.0840755,2.8325882,-3.3802915,-0.66932356,-3.9174054,-2.9782045,-3.8739145,1.6086621,0.81082815,-2.938849,0.28670672,-0.62512386,0.7834502,-3.380371,0.26537442,1.2845392,-1.4875532,-0.93407416,-1.1944708,-1.1263638
ACH-000856,-4.0330844,-1.0702838,-5.0011034,0.12194899,-4.456383,0.6567684,-0.6915678,0.54961485,3.8470168,5.6653304,-1.6799511,-2.2164638,-1.5835971,2.0094962,-1.5665144,1.1433295,-0.45396703,-6.452779,-4.336853,-0.059272006,-2.1430917,4.5215507,1.2877783,-9.149212,1.3698393,-1.9146105,-6.4687376,3.7143726,2.3860898,-4.6929345,-1.1120434,-7.4720945,1.1306305,-1.4866097,0.02002873,4.1903067,0.9884189,-2.4521084,-2.7543972,-2.0796099,3.994791,-1.4854685,-1.1834803,0.6708001,-1.5875326,0.40477213,-3.7170377,2.4835777,-6.3695173,1.7696759,2.4313965,7.0170865,1.4692254,3.1154044,-2.1377032,-2.2818322,-0.5647914,2.0578408,1.2120763,-0.6511794,-2.8923624,0.022807477,0.27090102,-0.39385992,2.767569,1.493031,-7.455504,0.2342325,-4.7610173,-1.2340573,5.6463914,6.223466,-1.0844834,-1.4979752,2.0832248,1.2587278,0.34471262,-1.8107017,0.31941226,0.45653898,2.3501928,-2.6864572,0.47620085,-0.48929054,-1.159773,-1.4478419,-1.2408276,1.0998968
ACH-000729,1.733184,3.9217682,-4.867678,-1.2480832,-0.97834927,-2.472533,-0.8037971,-1.0651064,1.7080564,3.6839886,-3.2332828,-6.4433994,-2.4424882,-0.9556558,2.8329437,-4.562048,2.850936,0.42980704,1.6431879,-3.5675325,3.0436502,0.8194631,4.2186193,3.3469973,-3.9193625,-1.664788,2.6694648,-0.47501045,5.62397,-1.2860545,-1.0753305,1.5875508,0.25628775,0.16717316,-1.3805529,-10.078259,2.9014068,5.6511455,-1.4405053,1.3817555,2.8757932,-12.690439,2.6002672,1.5032485,4.8124347,-0.14732528,-2.2852666,1.2459494,2.0800831,-3.937457,-1.2629359,4.895371,-9.005972,-1.3000959,6.7942324,-0.5966878,1.4376724,-0.6333109,-3.4968703,-2.8486917,3.3741598,0.8945115,0.26562494,-1.5171387,2.8137834,2.2319267,-3.2836313,-5.0379014,-4.7247405,-10.163398,4.4008393,5.7680945,-3.3647153,-2.829217,-0.4062423,-1.0242321,-1.4191535,1.2063482,-1.2170236,0.4824898,3.9559753,-4.3422475,1.083352,0.053221285,-5.2603006,2.7948482,-4.418762,1.1677303
ACH-000880,6.757118,1.2977333,-8.77301,1.0333635,-6.408603,0.11232189,-2.1258457,2.1446145,2.878708,-1.4265392,-4.4504547,-2.127778,1.4200602,1.4005659,-0.21558042,0.6602096,-7.294948,-12.112198,1.7664844,2.7583675,-3.2321706,0.5995159,-2.929645,-1.733594,4.6322746,-2.7172372,5.7159343,2.3585594,-0.045943737,-0.3619621,-8.66179,-4.2305856,0.6735383,-5.27435,0.53861696,-2.986808,6.962457,-0.5723482,11.385575,5.23155,5.5235767,-8.870964,-2.0417278,-2.704758,-4.016933,3.9926267,2.004513,6.858306,2.6961353,-3.3731859,-7.24113,0.18707252,3.0763135,6.102434,-3.7671027,5.5057526,-4.1785564,-7.236689,2.5076118,1.985003,-2.8991535,3.3371723,-6.9955325,3.6547072,5.211346,-0.053991154,-1.3043314,3.0961654,-10.362135,10.821657,2.615439,-8.222396,0.7182108,-3.7531881,1.9829282,1.4562149,-1.738585,-0.3737036,2.0920978,-0.109113455,1.3432237,-3.3902297,2.1894908,-1.5841377,3.4899967,-0.68601125,-1.3961213,-0.12137371
ACH-000035,1.4464946,4.667689,-5.8543563,-1.4148884,-1.1339666,-1.9751172,-1.7846624,0.3579288,-1.1976733,-0.04515643,0.60035324,4.743891,3.0787694,-0.06877379,0.06904512,-0.6947793,-4.384102,0.3954752,0.9697918,-3.9289882,0.8200879,1.8428603,3.3138418,0.31329766,0.19454798,2.273278,-2.2732768,-1.7906102,3.81886,-1.9757395,-1.3233306,-1.4487333,-2.933049,1.6803991,-4.635971,-1.5685362,6.2081804,-8.602398,-4.2124205,3.3248644,4.310256,4.1340885,2.8792932,5.918114,-1.3761978,0.89115137,-3.5803494,-1.041711,2.8169868,-0.21716617,3.4349945,-1.3503132,4.563693,7.000986,-6.2599397,-1.983738,-2.1458578,0.16608797,5.0030527,2.6279979,2.2763772,-3.682668,-1.239905,1.9205289,-2.6392052,1.0376526,-3.0599594,-3.8464377,-5.832031,3.7680945,-0.26005122,1.8388054,-0.9610015,-2.8629863,0.08296542,0.90083706,1.1604977,-1.1338356,0.7942822,0.4140491,1.9208139,-3.152625,2.166899,-0.459103,1.3913758,-1.6842943,2.4146705,-1.6673253
ACH-000322,-2.0025423,3.9072046,-8.35657,-7.60147,-1.2270341,0.7773392,-3.446096,3.1571243,-0.4580651,3.565433,2.6430776,-1.2117574,-2.9842694,1.3393818,0.035276145,-5.218161,2.382389,0.97292644,-1.995632,2.9581344,0.061672565,3.8691423,-0.76277,0.5253629,0.87978894,-1.3043134,-7.3388534,-2.017086,3.0888834,0.38034564,-2.597913,-0.29327518,-2.5816364,-0.4104179,1.2478276,-1.4965435,5.828238,-3.0797172,-6.873928,-3.6876209,6.3114595,-0.06144815,4.2095065,-0.13513549,-5.252573,2.6889436,-3.0850768,3.0516934,0.86740613,-4.3502574,2.1101325,0.54735917,-0.86061704,-0.15076917,0.5460985,-0.89677745,0.92465264,1.4896859,-1.2633837,-1.6082593,3.9902766,-3.5430222,4.1027513,-0.706235,1.8633617,5.073139,-0.29121503,-5.0923066,-1.0294069,-1.8858801,4.300662,4.2693644,-2.229991,0.734923,-1.6669695,1.5336378,1.1522949,-2.664283,0.22399357,-1.6301142,-1.4664605,-3.5306315,1.9477365,0.41166228,-0.25165927,-0.99177474,-1.2352109,-0.24074525
ACH-000552,-3.2120345,5.6066065,-2.5272305,-4.8504195,-0.31921104,3.4616756,1.4011563,0.09446449,6.2193375,1.1688144,-2.2314005,-1.3159754,2.929855,0.39442337,-0.14049882,1.4747038,-4.2462826,-2.1908922,-3.3750668,0.23200092,-2.9494245,2.2744014,-3.0091066,-2.5347326,0.638553,1.7704836,-0.0628711,4.7688303,-3.047393,2.408383,-2.7440693,-3.2876928,2.2719314,1.3406405,3.9521153,1.0260403,-0.6727863,3.2102506,-2.653122,-1.1679412,-2.7211401,-0.3764198,-4.1298532,4.519527,-0.16961251,1.4634092,2.4320128,-0.7096306,0.6574461,1.9869027,0.75093174,5.126589,4.205346,3.5149238,-6.514355,0.08708966,-1.5228634,-2.6838624,0.82839465,2.127523,-4.9816284,-1.4303483,1.7468535,-1.2877084,4.058381,-2.736899,1.6800991,-1.7531567,0.48363438,2.7638535,1.7353076,-4.5770826,-0.5370807,-0.51884794,0.40436,0.09132007,-2.7521634,1.4925224,-1.0769019,-0.013215482,-0.5566424,-1.0512564,0.8822789,0.79061216,1.599768,-1.4918399,0.48484004,-1.3309662
ACH-000222,1.3028134,2.5060453,-3.9068189,5.0352607,-5.710843,0.40634608,2.3469179,-0.66116893,11.760442,-0.2855084,1.074391,-6.0363607,0.97168505,1.7481734,-0.52126837,0.52623624,-3.7327547,-0.20637454,-3.5018275,2.17135,-1.4999496,2.3568609,1.3270022,-4.8657355,0.5047184,-1.6577749,-2.924473,2.0192811,-4.644558,6.458953,7.2936993,-4.059012,-1.4589009,2.7211053,4.735936,3.4376135,-0.68078005,0.35535768,-0.13222742,-1.8595703,0.28366286,4.4549017,-4.664671,-0.8861638,-0.7715848,2.8380563,0.49278086,0.12173738,2.6641002,-2.0590365,4.1160684,4.8241663,6.9072146,5.8855076,-10.612672,2.98631,-1.9929396,0.29608226,-0.0060780905,9.032767,-2.9827862,-1.2667539,-1.333675,1.4334465,0.40256864,2.7844427,1.9334667,-2.0259945,1.2368578,6.3725986,1.0756953,-3.6858573,-1.0791236,-1.1180152,1.5693359,-0.80246454,-1.4172072,-2.8730326,-1.7702632,-2.4217825,-3.1248505,0.57006896,6.282398,-0.3392671,1.931188,0.22369981,4.60859,-0.088321924
ACH-000260,-0.38804364,-5.1159325,-11.307488,-5.2470675,-3.003547,-3.0592213,-6.8884397,4.384189,2.7143853,2.4941742,0.4780769,-7.7212963,0.3824829,1.5530555,-1.7220545,-1.6925073,5.4569883,3.2740593,1.7851602,3.2256627,8.136898,6.2591987,1.5399528,3.8878992,-1.6667145,-3.0664873,-4.1888757,-6.49865,6.07706,3.6612842,3.9432166,-0.9645829,-3.2372832,-1.0884138,-0.34352365,-3.4500906,3.3336558,2.3597682,-3.4185836,-1.9986535,7.935109,-1.5610125,7.64861,0.29919624,0.3230185,-2.0807586,-2.3921797,0.06812853,5.378096,3.521316,4.118491,2.6070538,-1.6855,0.3994456,-2.2535083,2.9318855,0.6160942,0.9518537,-9.993693,-0.07111481,2.985162,-2.134528,1.2728658,4.8663406,-3.3694174,7.193614,0.7913448,-4.576175,4.3889594,-5.552919,2.4771369,0.34554848,-2.6054518,-0.7418264,-1.8650173,-1.0099671,0.09750128,-2.5939846,-0.064045966,0.016245186,0.68902934,-2.932907,1.8865299,0.08431476,-4.563956,0.13302892,-1.3987207,1.6327193
ACH-000501,-3.126705,6.0208592,-2.8808594,-3.9704435,-0.9259531,3.609835,1.2837791,-0.034693316,-0.45149004,-3.36042,0.43881446,-0.123506315,0.5831811,3.2188027,-1.3195922,1.6330903,-5.150939,-1.7956731,6.532869,5.0633483,-3.618294,-0.40855157,-3.8093715,-1.7925588,-3.0278583,0.181764,-2.7774143,1.822195,-1.7618454,0.42115548,-3.097275,-1.0547556,-2.6897101,0.59945065,-2.4417636,-1.4404615,4.111754,-1.3523637,2.9357386,7.2432966,4.8032417,-6.2565947,-0.028790476,-1.3794545,-3.6999373,1.7114135,1.5944332,3.4305663,5.2205625,2.6031487,-3.1043215,-1.3727721,3.2557917,-0.15702385,-0.6948059,-1.8245167,-2.3591058,-1.4483188,3.5404985,1.6064837,-6.6575217,-3.8383553,-5.466565,2.482037,3.9483175,-1.8100965,3.1340988,-1.0356328,-1.700502,8.064892,-3.714204,-3.0791209,-0.3215179,0.3944535,-1.1370071,0.29333317,-0.7262743,-3.3982542,-4.1475477,1.0762528,-2.8983097,-0.6502353,4.598081,0.7797503,1.1443512,2.0347214,7.004811,-1.019777
ACH-000638,1.6501122,4.696615,-5.8517547,-1.3248806,-1.0505399,-2.0051272,-1.7948921,0.26898438,5.800662,0.17584457,1.9348073,-0.34857467,3.9764771,2.4121876,1.9565145,-2.0804932,-5.6792927,5.804259,1.4066856,-4.1823854,-1.3618982,-1.5622575,2.7114239,0.83532625,-3.6479433,0.575107,-1.7285942,2.285875,-3.9165764,3.8556113,-5.373882,1.5503796,1.7536525,1.8883511,2.0451503,-4.543435,3.7744439,-3.2048507,-0.646309,1.8132623,2.2657511,4.4294553,-1.6496036,6.987597,1.9559978,1.9604769,-1.5772845,-1.4623916,1.6606389,-0.252641,0.74193096,-1.6283984,0.069312386,6.0163198,-7.103123,0.42457917,-2.344896,-3.1443095,-1.6101526,5.0397835,-4.716531,-3.427265,0.24682146,-0.54343116,-4.5070615,2.9288957,2.9832509,-8.962788,-0.7010252,4.73055,-1.2121203,-9.339087,-0.490188,-4.007341,0.7399725,1.3632643,-0.6205722,-1.4598945,1.1442479,0.4875074,1.4532888,-0.49199107,1.4576157,0.42207056,1.6813437,-1.150795,1.6200905,1.9824433
ACH-000798,-3.1496298,5.686204,-2.6114743,-4.9103928,-0.37715706,3.5354404,1.4615728,0.1481183,7.530871,-0.5466684,0.99133945,-1.7236152,1.6429843,1.9178207,0.36316255,1.9253592,-4.6010756,-1.8792663,0.63209575,1.1292574,-2.8763742,1.6970145,-5.6293516,1.456952,-0.15701756,0.4508988,0.67717683,3.121431,-2.016596,2.1105926,-3.0276973,-1.8650278,2.006254,-0.7898403,1.0296786,0.20421278,2.8916073,4.0513,1.4647738,2.0362258,1.6545147,-0.08111567,-3.0607593,0.6226685,0.6239132,1.508231,4.534336,2.4704006,3.8783784,1.6015228,-1.5187842,1.5103737,2.6113594,1.8459572,-2.0678005,-1.3029124,-0.8353399,-2.6520565,-0.042350363,0.9181029,-4.132753,0.45754752,-3.2473042,1.647977,1.400964,-0.60431355,2.5119967,0.4955252,0.031555433,4.856635,0.12400742,-6.3697753,-1.0823213,1.4119453,0.98584217,-0.9355176,-3.120354,-2.2738738,-2.8915315,-4.004874,-4.888084,-1.6133891,6.029073,0.58040345,3.9216444,0.92426836,4.4926343,-1.8648512
ACH-001321,0.99800766,14.462498,-9.5643,2.7162774,-6.84143,3.389526,0.30616298,-0.035273194,11.788557,8.711345,3.6441133,-8.36115,-0.35426962,-3.0417132,-5.860174,-6.572966,0.87160265,4.6905465,-2.8637412,-1.5745919,0.5188966,6.500525,-7.285354,6.636348,-0.105884,-0.27248,-0.2332161,2.197713,1.7908632,1.6638081,-2.1269557,-4.0192156,-0.7609501,-3.1383827,-0.4637802,-5.0947027,5.9218283,4.9452868,-3.9903078,-2.012174,5.5336637,-3.9077897,-2.631984,0.22366697,8.493668,-11.003883,-4.000622,-0.5375413,2.114024,-0.6969895,1.3284687,3.903376,-10.553016,4.4650984,-1.9418446,-2.4561167,-2.7025738,-0.4598586,-7.85341,-0.212643,0.39874077,2.0413616,1.8278925,7.066563,2.77906,6.0066237,-4.8625298,-5.348405,-3.4099305,-1.6161401,0.8625385,-1.8463764,-1.7119515,1.3286142,0.73996866,-2.6012893,-2.647274,0.24135348,-2.7570748,0.19302765,1.1381221,-0.7132432,3.3612752,-0.6329165,-4.3439307,-0.07256019,1.2891734,3.3241901
